survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,group_survival_rate,group_mean_fare,group_median_age,group_passenger_count,log_fare_zscore
0,3,female,29.0,0,4,21.075,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.13649913806595457
0,3,male,25.0,0,0,7.2292,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8823470582632056
1,3,male,32.0,0,0,7.8542,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.806763380796033
1,2,male,62.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,yes,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.0306316027835163
1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.35915272270042775
1,3,female,21.5,0,0,7.75,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8189865811572414
0,3,male,16.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,male,19.0,0,0,14.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.2286058134653583
1,2,female,34.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.1141402035210881
0,3,female,21.5,1,0,14.4583,C,Third,woman,False,Unknown,Cherbourg,no,False,0.5,16.118809722222224,21.5,144,-0.23138736843472296
1,3,male,32.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
1,2,female,25.0,1,1,30.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.4870824563024251
1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.812289926928167
0,2,male,54.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.7789025328484201
0,3,male,25.0,0,0,8.7125,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.71123278673221
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.4743073772537167
0,2,male,47.0,0,0,15.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.19582465009716046
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.4685301291949246
0,3,male,22.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,male,25.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
0,3,male,35.0,0,0,7.125,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8955045384601199
1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.4564440718289613
0,3,male,47.0,0,0,7.25,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8797405693934278
0,3,female,21.5,0,2,7.75,Q,Third,woman,False,Unknown,Queenstown,no,False,0.5,16.118809722222224,21.5,144,-0.8189865811572414
0,2,male,37.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,3,male,36.0,1,1,24.15,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.2711522804976662
1,2,female,28.0,0,0,33.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,0.5824597491940529
0,3,male,49.0,0,0,0.0,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-3.0585777291682934
0,3,male,25.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.1326493972880125
1,2,female,24.0,2,1,27.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.3819897971587497
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,1,male,40.0,0,0,42.4,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.8344967423387601
0,3,male,44.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,1,male,35.0,0,0,26.55,C,First,man,True,Unknown,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
0,3,male,36.0,1,0,15.55,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.16092818251417132
0,3,male,30.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,1,male,27.0,0,0,30.5,S,First,man,True,Unknown,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.5036031274312862
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,Unknown,Cherbourg,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.8147822510349934
1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.14527242190355
0,3,female,39.0,1,5,31.275,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.5286989276421437
0,3,male,25.0,0,0,7.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9050797531497122
1,3,female,21.5,1,0,15.5,Q,Third,woman,False,Unknown,Queenstown,yes,False,0.5,16.118809722222224,21.5,144,-0.16405229962564447
0,3,male,25.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
0,3,male,35.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,2,female,24.0,1,2,65.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,1.2673242399099218
0,3,male,34.0,1,1,14.4,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.23528881360946907
0,3,female,26.0,1,0,16.1,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,-0.12717266791993012
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.750263780890198
0,2,male,26.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
0,3,male,27.0,1,0,14.4542,C,Third,man,True,Unknown,Cherbourg,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.23166125968823223
1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.0515683442816504
1,3,male,20.0,1,1,15.7417,C,Third,man,True,Unknown,Cherbourg,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.14903715526900022
0,3,male,21.0,0,0,7.8542,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.806763380796033
0,3,male,21.0,0,0,16.1,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.12717266791993012
0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.5616248415955212
0,2,male,57.0,0,0,12.35,Q,Second,man,True,Unknown,Queenstown,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.38278544498532663
1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.452419049919151
0,3,male,26.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,male,25.0,0,0,7.7333,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8209591021193487
1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.4870824563024251
0,3,male,51.0,0,0,7.0542,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.9045411875888885
1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.5036031274312862
0,1,male,40.0,0,0,0.0,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,-3.0585777291682934
0,3,female,9.0,3,2,27.9,S,Third,child,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.4146557174979072
1,2,female,28.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
0,3,male,32.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
0,2,male,31.0,1,1,26.25,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.35395586016517094
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.7678594338107121
0,3,male,25.0,1,0,16.1,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.12717266791993012
0,3,male,20.0,0,0,7.8542,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.806763380796033
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,1.3324938581871215
0,3,female,2.0,3,2,27.9,S,Third,child,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.4146557174979072
1,3,male,25.0,0,0,56.4958,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,1.1248955097361595
1,3,female,0.75,2,1,19.2583,C,Third,child,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,0.047825129435189045
1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.4362199751817062
0,3,male,19.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.6557188297748954
0,3,male,25.0,0,0,7.55,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8428609376877135
1,3,female,23.0,0,0,7.55,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.8428609376877135
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,2,female,18.0,0,1,23.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.2228261499229997
0,3,male,21.0,0,0,8.4333,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.741349052303618
1,3,female,21.5,0,0,7.8292,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.809682843697731
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,Unknown,Queenstown,no,True,0.5,16.118809722222224,21.5,144,-0.9442940832331417
0,2,male,24.0,2,0,73.5,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,1.3924082286355355
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,Unknown,Queenstown,no,False,0.5,16.118809722222224,21.5,144,-0.16405229962564447
0,2,male,23.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.834129231109428
1,1,male,50.0,2,0,133.65,S,First,man,True,Unknown,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,2.003535801391161
0,3,male,40.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.32854312829417104
0,3,male,36.0,0,0,7.4958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8494271027413144
1,3,male,20.0,1,0,7.925,S,Third,man,True,Unknown,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
0,2,male,32.0,2,0,73.5,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,1.3924082286355355
0,2,male,25.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,male,25.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
0,3,male,43.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,1,female,35.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,1.0408277503255374
1,2,female,40.0,1,1,39.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.750263780890198
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.0408277503255374
0,2,male,70.0,0,0,10.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.5368057694182641
1,2,male,31.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,yes,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,2,male,30.0,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-3.0585777291682934
0,3,male,18.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
0,3,male,24.5,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,Unknown,Southampton,yes,True,0.5,16.118809722222224,21.5,144,-0.597669953407196
0,3,female,43.0,1,6,46.9,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.936361092700485
1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,0.36885245901639346,67.22612704918032,40.0,122,3.3852937438182273
0,3,female,21.5,0,0,8.1375,Q,Third,woman,False,Unknown,Queenstown,no,True,0.5,16.118809722222224,21.5,144,-0.774244266805356
1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,1.4362199751817062
0,3,male,20.0,0,0,9.225,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.658138561741074
0,3,male,14.0,5,2,46.9,S,Third,child,False,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.936361092700485
0,2,male,60.0,1,1,39.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.750263780890198
0,2,male,25.0,1,2,41.5792,C,Second,man,True,Unknown,Cherbourg,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.8147822510349934
0,3,male,14.0,4,1,39.6875,S,Third,child,False,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.7678594338107121
0,3,male,19.0,0,0,10.1708,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.5667940759868451
0,3,male,18.0,0,0,7.7958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8135961720983267
1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.4738467350641637
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.1339105535671157
1,3,female,4.0,0,1,13.4167,C,Third,child,False,Unknown,Cherbourg,yes,False,0.5,16.118809722222224,21.5,144,-0.3034147385612252
1,3,male,25.0,0,0,56.4958,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,1.1248955097361595
0,3,male,25.0,0,0,7.225,C,Third,man,True,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8828741679067217
0,1,male,60.0,0,0,26.55,S,First,man,True,Unknown,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
0,2,male,52.0,0,0,13.5,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.29746598596845064
0,3,male,44.0,0,0,8.05,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7841792430073967
1,3,female,21.5,0,0,7.7333,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8209591021193487
0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.812289926928167
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.830854756854953
1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.5497045522452972
1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.3553757823476229
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,Unknown,Cherbourg,no,False,0.5,16.118809722222224,21.5,144,-0.23166125968823223
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8199664648688783
0,3,male,26.0,1,0,7.8542,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.806763380796033
0,2,male,39.0,0,0,26.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
1,2,female,45.0,0,0,13.5,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.29746598596845064
1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.3553757823476229
1,1,female,22.0,0,0,151.55,S,First,woman,False,Unknown,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.132408321022389
1,3,male,25.0,1,1,15.2458,C,Third,man,True,Unknown,Cherbourg,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.1800831698720664
1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,0.9910237262754293
0,1,male,40.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,0.36885245901639346,67.22612704918032,40.0,122,0.36526093570402607
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.0408277503255374
0,3,male,29.0,0,0,9.4833,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6323794480268654
0,2,male,52.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.830854756854953
1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.5497045522452972
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.5368057694182641
0,3,male,25.0,0,0,15.5,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.16405229962564447
0,3,male,33.0,0,0,7.775,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8160407306065733
1,2,female,6.0,0,1,33.0,S,Second,child,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.5824597491940529
0,3,male,17.0,1,0,7.0542,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.9045411875888885
0,2,male,34.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,2,male,50.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,0.36885245901639346,67.22612704918032,40.0,122,1.0620380556287106
0,3,male,20.0,0,0,8.6625,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.7165619336211217
1,2,female,30.0,3,0,21.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.1329851701219792
1,3,female,21.5,0,0,7.7375,Q,Third,woman,False,Unknown,Queenstown,yes,True,0.5,16.118809722222224,21.5,144,-0.8204626642072291
0,2,male,25.0,1,0,26.0,S,Second,man,True,Unknown,Southampton,no,False,0.1574074074074074,19.74178240740741,30.0,108,0.3444394801955362
0,3,female,25.0,1,0,7.925,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,-0.798539974052802
1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,0.9680851063829787,106.12579787234043,35.0,94,2.4738467350641637
0,3,male,11.0,0,0,18.7875,C,Third,child,False,Unknown,Cherbourg,no,True,0.13544668587896252,12.661632564841499,25.0,347,0.023546289947323752
0,2,male,30.0,0,0,0.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-3.0585777291682934
0,2,male,23.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,2,male,23.0,0,0,13.0,S,Second,man,True,Unknown,Southampton,no,True,0.1574074074074074,19.74178240740741,30.0,108,-0.3336984726090332
0,3,male,28.5,0,0,16.1,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.12717266791993012
0,3,female,48.0,1,3,34.375,S,Third,woman,False,Unknown,Southampton,no,False,0.5,16.118809722222224,21.5,144,0.6233938271906204
1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,0.36885245901639346,67.22612704918032,40.0,122,3.3852937438182273
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
0,3,male,25.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,1,male,40.0,0,0,30.0,S,First,man,True,D,Southampton,yes,True,0.36885245901639346,67.22612704918032,40.0,122,0.4870824563024251
0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.464014258564117
1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,0.9680851063829787,106.12579787234043,35.0,94,2.6962534687059603
0,3,male,24.0,1,0,16.1,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,-0.12717266791993012
1,3,male,31.0,0,0,7.925,S,Third,man,True,Unknown,Southampton,yes,True,0.13544668587896252,12.661632564841499,25.0,347,-0.798539974052802
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.3571652197109427
0,3,male,16.0,1,1,20.25,S,Third,man,True,Unknown,Southampton,no,False,0.13544668587896252,12.661632564841499,25.0,347,0.0971716406458445
1,2,female,30.0,0,0,13.0,S,Second,woman,False,Unknown,Southampton,yes,True,0.9210526315789473,21.97012105263158,28.0,76,-0.3336984726090332
0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,0.36885245901639346,67.22612704918032,40.0,122,1.0620380556287106
0,3,male,31.0,0,0,7.75,Q,Third,man,True,Unknown,Queenstown,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8189865811572414
1,2,female,4.0,1,1,23.0,S,Second,child,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,0.2228261499229997
1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,0.13544668587896252,12.661632564841499,25.0,347,-0.37316263612134226
0,3,male,33.0,0,0,9.5,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.6307359423566569
0,3,male,23.0,0,0,7.8958,S,Third,man,True,Unknown,Southampton,no,True,0.13544668587896252,12.661632564841499,25.0,347,-0.8019236166026618
1,2,female,48.0,1,2,65.0,S,Second,woman,False,Unknown,Southampton,yes,False,0.9210526315789473,21.97012105263158,28.0,76,1.2673242399099218
1,2,male,0.67,1,1,14.5,S,Second,child,False,Unknown,Southampton,yes,False,0.1574074074074074,19.74178240740741,30.0,108,-0.2286058134653583
